timestamp_utc,cycle,mode,load,slice,app_class,path_id,src_host,dst_ip,dst_port,snr_db,link_capacity_mbps,rtt_min_ms,rtt_avg_ms,rtt_max_ms,jitter_ms,loss_percent,pdr,throughput_mbps,tcp_retransmits,available_bandwidth_mbps,sla_latency_ms,sla_jitter_ms,sla_loss_percent,sla_pdr_min,sla_throughput_mbps,sla_latency_met,sla_jitter_met,sla_loss_met,sla_pdr_met,sla_throughput_met,sla_all_met,sla_violation,ping_returncode,iperf_returncode
2026-09-16T16:35:14.414465,6,baseline,light,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:14.471303,6,baseline,light,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:14.528093,7,baseline,light,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:14.586634,7,baseline,light,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:14.642470,7,baseline,light,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:14.700542,8,baseline,light,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:14.757748,8,baseline,light,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:14.817414,8,baseline,light,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:14.873130,9,baseline,light,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:14.933085,9,baseline,light,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:14.988152,9,baseline,light,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.048390,10,baseline,light,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.104024,10,baseline,light,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.161075,10,baseline,light,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.218730,1,baseline,moderate,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.276548,1,baseline,moderate,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.336677,1,baseline,moderate,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.394612,2,baseline,moderate,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.454049,2,baseline,moderate,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.513659,2,baseline,moderate,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.571254,3,baseline,moderate,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.628255,3,baseline,moderate,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.686922,3,baseline,moderate,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.744446,4,baseline,moderate,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.803321,4,baseline,moderate,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.861748,4,baseline,moderate,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.921473,5,baseline,moderate,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:15.979727,5,baseline,moderate,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.036237,5,baseline,moderate,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.095711,6,baseline,moderate,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.153678,6,baseline,moderate,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.209195,6,baseline,moderate,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.270417,7,baseline,moderate,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.330035,7,baseline,moderate,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.386888,7,baseline,moderate,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.444336,8,baseline,moderate,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.501608,8,baseline,moderate,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.561064,8,baseline,moderate,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.620550,9,baseline,moderate,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.678972,9,baseline,moderate,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.739091,9,baseline,moderate,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.796002,10,baseline,moderate,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.854475,10,baseline,moderate,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.916897,10,baseline,moderate,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,22.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:16.975579,1,baseline,heavy,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.034449,1,baseline,heavy,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.091853,1,baseline,heavy,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.151200,2,baseline,heavy,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.210418,2,baseline,heavy,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.270739,2,baseline,heavy,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.330618,3,baseline,heavy,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.389635,3,baseline,heavy,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.448649,3,baseline,heavy,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.506359,4,baseline,heavy,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.563379,4,baseline,heavy,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.622179,4,baseline,heavy,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.681463,5,baseline,heavy,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.740085,5,baseline,heavy,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.796658,5,baseline,heavy,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.853843,6,baseline,heavy,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.914763,6,baseline,heavy,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:17.969990,6,baseline,heavy,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.030885,7,baseline,heavy,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.090514,7,baseline,heavy,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.147632,7,baseline,heavy,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.205718,8,baseline,heavy,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.267148,8,baseline,heavy,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.326616,8,baseline,heavy,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.386109,9,baseline,heavy,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.446756,9,baseline,heavy,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.507230,9,baseline,heavy,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.566760,10,baseline,heavy,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.623378,10,baseline,heavy,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.682069,10,baseline,heavy,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,12.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.741826,1,priority,light,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.799114,1,priority,light,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.858046,1,priority,light,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.916237,2,priority,light,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:18.975631,2,priority,light,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:19.032450,2,priority,light,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:19.093497,3,priority,light,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:19.152019,3,priority,light,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:19.211328,3,priority,light,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:19.268289,4,priority,light,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:19.325334,4,priority,light,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:19.383876,4,priority,light,industrial,periodic_monitoring,path_A,h1,10.0.0.2,8092,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,60.0,15.0,3.0,0.97,3.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:19.439769,5,priority,light,autonomous,safety_critical,path_A,h1,10.0.0.2,8090,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,25.0,5.0,1.0,0.99,8.0,0,0,0,0,0,0,1,127,127
2026-09-16T16:35:19.499817,5,priority,light,healthcare,mission_critical,path_A,h1,10.0.0.2,8091,30.0,25.0,nan,nan,nan,nan,100.0,0.0,nan,-1,nan,40.0,8.0,1.0,0.99,6.0,0,0,0,0,0,0,1,127,127
